ID                 CATEGORY              CPU_CORES  MEMORY
r6g.metal          accelerated_computing 64         512
r6g.xlarge         accelerated_computing 4          32
r6gd.12xlarge      accelerated_computing 48         384
r6gd.16xlarge      accelerated_computing 64         512
r6gd.2xlarge       accelerated_computing 8          64
r6gd.4xlarge       accelerated_computing 16         128
r6gd.8xlarge       accelerated_computing 32         256
r6gd.large         accelerated_computing 2          16
r6gd.medium        accelerated_computing 1          8
r6gd.metal         accelerated_computing 64         512
r6gd.xlarge        accelerated_computing 4          32
r6i.12xlarge       accelerated_computing 48         384
r6i.16xlarge       accelerated_computing 64         512
r6i.24xlarge       accelerated_computing 96         768
r6i.2xlarge        accelerated_computing 8          64
r6i.32xlarge       accelerated_computing 128        1024
r6i.4xlarge        accelerated_computing 16         128
r6i.8xlarge        accelerated_computing 32         256
r6i.large          accelerated_computing 2          16
r6i.metal          memory_optimized      128        1024
r6i.xlarge         accelerated_computing 4          32
r6id.12xlarge      accelerated_computing 48         384
r6id.16xlarge      accelerated_computing 64         512
r6id.24xlarge      accelerated_computing 96         768
r6id.2xlarge       accelerated_computing 8          64
r6id.32xlarge      accelerated_computing 128        1024
r6id.4xlarge       accelerated_computing 16         128
r6id.8xlarge       accelerated_computing 32         256
r6id.large         accelerated_computing 2          16
r6id.metal         memory_optimized      128        1024
r6id.xlarge        accelerated_computing 4          32
r6idn.12xlarge     accelerated_computing 48         384
r6idn.16xlarge     accelerated_computing 64         512
r6idn.24xlarge     accelerated_computing 96         768
r6idn.2xlarge      accelerated_computing 8          64
r6idn.32xlarge     accelerated_computing 128        1024
r6idn.4xlarge      accelerated_computing 16         128
r6idn.8xlarge      accelerated_computing 32         256
r6idn.large        accelerated_computing 2          16
r6idn.metal        memory_optimized      128        1024
r6idn.xlarge       accelerated_computing 4          32
r6in.12xlarge      accelerated_computing 48         384
r6in.16xlarge      accelerated_computing 64         512
r6in.24xlarge      accelerated_computing 96         768
r6in.2xlarge       accelerated_computing 8          64
r6in.32xlarge      accelerated_computing 128        1024
r6in.4xlarge       accelerated_computing 16         128
r6in.8xlarge       accelerated_computing 32         256
r6in.large         accelerated_computing 2          16
r6in.metal         memory_optimized      128        1024
r6in.xlarge        accelerated_computing 4          32
r7a.12xlarge       accelerated_computing 48         384
r7a.16xlarge       accelerated_computing 64         512
r7a.24xlarge       accelerated_computing 96         768
r7a.2xlarge        accelerated_computing 8          64
r7a.32xlarge       accelerated_computing 128        1024
r7a.48xlarge       accelerated_computing 192        1536
r7a.4xlarge        accelerated_computing 16         128
r7a.8xlarge        accelerated_computing 32         256
r7a.large          accelerated_computing 2          16
r7a.medium         memory_optimized      1          8
r7a.metal-48xl     memory_optimized      192        1536
r7a.xlarge         accelerated_computing 4          32
r7g.12xlarge       accelerated_computing 48         384
r7g.16xlarge       accelerated_computing 64         512
r7g.2xlarge        accelerated_computing 8          64
r7g.4xlarge        accelerated_computing 16         128
r7g.8xlarge        accelerated_computing 32         256
r7g.large          accelerated_computing 2          16
r7g.medium         accelerated_computing 1          8
r7g.metal          accelerated_computing 64         512
r7g.xlarge         accelerated_computing 4          32
r7gd.12xlarge      accelerated_computing 48         384
r7gd.16xlarge      accelerated_computing 64         512
r7gd.2xlarge       accelerated_computing 8          64
r7gd.4xlarge       accelerated_computing 16         128
r7gd.8xlarge       accelerated_computing 32         256
r7gd.large         accelerated_computing 2          16
r7gd.medium        accelerated_computing 1          8
r7gd.metal         accelerated_computing 64         512
r7gd.xlarge        accelerated_computing 4          32
r7i.12xlarge       accelerated_computing 48         384
r7i.16xlarge       accelerated_computing 64         512
r7i.24xlarge       accelerated_computing 96         768
r7i.2xlarge        accelerated_computing 8          64
r7i.48xlarge       accelerated_computing 192        1536
r7i.4xlarge        accelerated_computing 16         128
r7i.8xlarge        accelerated_computing 32         256
r7i.large          accelerated_computing 2          16
r7i.metal-24xl     memory_optimized      96         768
r7i.metal-48xl     memory_optimized      192        1536
r7i.xlarge         accelerated_computing 4          32
r7iz.12xlarge      accelerated_computing 48         384
r7iz.16xlarge      accelerated_computing 64         512
r7iz.2xlarge       accelerated_computing 8          64
r7iz.32xlarge      accelerated_computing 128        1024
r7iz.4xlarge       accelerated_computing 16         128
r7iz.8xlarge       accelerated_computing 32         256
r7iz.large         accelerated_computing 2          16
r7iz.metal-16xl    memory_optimized      64         512
r7iz.metal-32xl    memory_optimized      128        1024
r7iz.xlarge        accelerated_computing 4          32
r8g.12xlarge       accelerated_computing 48         384
r8g.16xlarge       accelerated_computing 64         512
r8g.24xlarge       accelerated_computing 96         768
r8g.2xlarge        accelerated_computing 8          64
r8g.48xlarge       accelerated_computing 192        1536
r8g.4xlarge        accelerated_computing 16         128
r8g.8xlarge        accelerated_computing 32         256
r8g.large          accelerated_computing 2          16
r8g.medium         accelerated_computing 1          8
r8g.metal-24xl     accelerated_computing 96         768
r8g.metal-48xl     accelerated_computing 192        1536
r8g.xlarge         accelerated_computing 4          32
t1.micro           burstable             1          0.6123046875
t2.2xlarge         accelerated_computing 8          32
t2.large           accelerated_computing 2          8
t2.medium          burstable             2          4
t2.micro           burstable             1          1
t2.nano            burstable             1          0.5
t2.small           burstable             1          2
t2.xlarge          accelerated_computing 4          16
t3.2xlarge         accelerated_computing 8          32
t3.large           accelerated_computing 2          8
t3.medium          burstable             2          4
t3.micro           burstable             2          1
t3.nano            burstable             2          0.5
t3.small           burstable             2          2
t3.xlarge          accelerated_computing 4          16
t3a.2xlarge        accelerated_computing 8          32
t3a.large          accelerated_computing 2          8
t3a.medium         burstable             2          4
t3a.micro          burstable             2          1
t3a.nano           burstable             2          0.5
t3a.small          burstable             2          2
t3a.xlarge         accelerated_computing 4          16
t4g.2xlarge        accelerated_computing 8          32
t4g.large          accelerated_computing 2          8
t4g.medium         accelerated_computing 2          4
t4g.micro          accelerated_computing 2          1
t4g.nano           accelerated_computing 2          0.5
t4g.small          accelerated_computing 2          2
t4g.xlarge         accelerated_computing 4          16
trn1.2xlarge       accelerated_computing 8          32
trn1.32xlarge      accelerated_computing 128        512
trn1n.32xlarge     accelerated_computing 128        512
u-12tb1.112xlarge  accelerated_computing 448        12288
u-18tb1.112xlarge  accelerated_computing 448        18432
u-24tb1.112xlarge  accelerated_computing 448        24576
u-3tb1.56xlarge    accelerated_computing 224        3072
u-6tb1.112xlarge   accelerated_computing 448        6144
u-6tb1.56xlarge    accelerated_computing 224        6144
u-9tb1.112xlarge   accelerated_computing 448        9216
u7i-12tb.224xlarge accelerated_computing 896        12288
u7i-6tb.112xlarge  accelerated_computing 448        6144
u7in-16tb.224xlarge accelerated_computing 896        16384
u7in-24tb.224xlarge accelerated_computing 896        24576
u7in-32tb.224xlarge accelerated_computing 896        32768
vt1.24xlarge       accelerated_computing 96         192
vt1.3xlarge        accelerated_computing 12         24
vt1.6xlarge        accelerated_computing 24         48
x1.16xlarge        accelerated_computing 64         976
x1.32xlarge        accelerated_computing 128        1952
x1e.16xlarge       accelerated_computing 64         1952
x1e.2xlarge        accelerated_computing 8          244
x1e.32xlarge       accelerated_computing 128        3904
x1e.4xlarge        accelerated_computing 16         488
x1e.8xlarge        accelerated_computing 32         976
x1e.xlarge         accelerated_computing 4          122
x2gd.12xlarge      accelerated_computing 48         768
x2gd.16xlarge      accelerated_computing 64         1024
x2gd.2xlarge       accelerated_computing 8          128
x2gd.4xlarge       accelerated_computing 16         256
x2gd.8xlarge       accelerated_computing 32         512
x2gd.large         accelerated_computing 2          32
x2gd.medium        accelerated_computing 1          16
x2gd.metal         accelerated_computing 64         1024
x2gd.xlarge        accelerated_computing 4          64
x2idn.16xlarge     accelerated_computing 64         1024
x2idn.24xlarge     accelerated_computing 96         1536
x2idn.32xlarge     accelerated_computing 128        2048
x2idn.metal        memory_optimized      128        2048
x2iedn.16xlarge    accelerated_computing 64         2048
x2iedn.24xlarge    accelerated_computing 96         3072
x2iedn.2xlarge     accelerated_computing 8          256
x2iedn.32xlarge    accelerated_computing 128        4096
x2iedn.4xlarge     accelerated_computing 16         512
x2iedn.8xlarge     accelerated_computing 32         1024
x2iedn.metal       memory_optimized      128        4096
x2iedn.xlarge      accelerated_computing 4          128
x2iezn.12xlarge    accelerated_computing 48         1536
x2iezn.2xlarge     accelerated_computing 8          256
x2iezn.4xlarge     accelerated_computing 16         512
x2iezn.6xlarge     accelerated_computing 24         768
x2iezn.8xlarge     accelerated_computing 32         1024
x2iezn.metal       memory_optimized      48         1536
x8g.12xlarge       accelerated_computing 48         768
x8g.16xlarge       accelerated_computing 64         1024
x8g.24xlarge       accelerated_computing 96         1536
x8g.2xlarge        accelerated_computing 8          128
x8g.48xlarge       accelerated_computing 192        3072
x8g.4xlarge        accelerated_computing 16         256
x8g.8xlarge        accelerated_computing 32         512
x8g.large          accelerated_computing 2          32
x8g.medium         accelerated_computing 1          16
x8g.metal-24xl     accelerated_computing 96         1536
x8g.metal-48xl     accelerated_computing 192        3072
x8g.xlarge         accelerated_computing 4          64
z1d.12xlarge       accelerated_computing 48         384
z1d.2xlarge        accelerated_computing 8          64
z1d.3xlarge        accelerated_computing 12         96
z1d.6xlarge        accelerated_computing 24         192
z1d.large          accelerated_computing 2          16
z1d.metal          memory_optimized      48         384
z1d.xlarge         accelerated_computing 4          32
