ID                 CATEGORY               CPU_CORES  MEMORY
m5n.24xlarge       network_optimized      96         384.0 GiB
m5n.2xlarge        network_optimized      8          32.0 GiB
m5n.4xlarge        network_optimized      16         64.0 GiB
m5n.8xlarge        network_optimized      32         128.0 GiB
m5n.xlarge         network_optimized      4          16.0 GiB
c5ad.12xlarge      storage_optimized      48         96.0 GiB
c5ad.16xlarge      storage_optimized      64         128.0 GiB
c5ad.24xlarge      storage_optimized      96         192.0 GiB
c5ad.2xlarge       storage_optimized      8          16.0 GiB
c5ad.4xlarge       storage_optimized      16         32.0 GiB
c5ad.8xlarge       storage_optimized      32         64.0 GiB
c5ad.xlarge        storage_optimized      4          8.0 GiB
i3.16xlarge        storage_optimized      64         488.0 GiB
i3.2xlarge         storage_optimized      8          61.0 GiB
i3.4xlarge         storage_optimized      16         122.0 GiB
i3.8xlarge         storage_optimized      32         244.0 GiB
i3en.12xlarge      storage_optimized      48         384.0 GiB
i3en.24xlarge      storage_optimized      96         768.0 GiB
i3en.2xlarge       storage_optimized      8          64.0 GiB
i3en.3xlarge       storage_optimized      12         96.0 GiB
i3en.6xlarge       storage_optimized      24         192.0 GiB
i3en.metal         storage_optimized      96         768.0 GiB
i3en.xlarge        storage_optimized      4          32.0 GiB
i3.metal           storage_optimized      72         512.0 GiB
i3.xlarge          storage_optimized      4          30.5 GiB
i4g.16xlarge       storage_optimized      64         512.0 GiB
i4g.2xlarge        storage_optimized      8          32.0 GiB
i4g.4xlarge        storage_optimized      16         64.0 GiB
i4g.8xlarge        storage_optimized      32         256.0 GiB
i4g.xlarge         storage_optimized      4          16.0 GiB
i4i.12xlarge       storage_optimized      48         384.0 GiB
i4i.16xlarge       storage_optimized      64         512.0 GiB
i4i.24xlarge       storage_optimized      96         768.0 GiB
i4i.2xlarge        storage_optimized      8          64.0 GiB
i4i.32xlarge       storage_optimized      128        1.0 TiB
i4i.4xlarge        storage_optimized      16         128.0 GiB
i4i.8xlarge        storage_optimized      32         256.0 GiB
i4i.metal          storage_optimized      128        1.0 TiB
i4i.xlarge         storage_optimized      4          32.0 GiB
im4gn.16xlarge     storage_optimized      64         256.0 GiB
im4gn.2xlarge      storage_optimized      8          32.0 GiB
im4gn.4xlarge      storage_optimized      16         64.0 GiB
im4gn.8xlarge      storage_optimized      32         128.0 GiB
im4gn.xlarge       storage_optimized      4          16.0 GiB
is4gen.2xlarge     storage_optimized      8          48.0 GiB
is4gen.4xlarge     storage_optimized      16         96.0 GiB
is4gen.8xlarge     storage_optimized      32         192.0 GiB
is4gen.xlarge      storage_optimized      4          24.0 GiB
m5ad.12xlarge      storage_optimized      48         192.0 GiB
m5ad.16xlarge      storage_optimized      64         256.0 GiB
m5ad.24xlarge      storage_optimized      96         384.0 GiB
m5ad.2xlarge       storage_optimized      8          32.0 GiB
m5ad.4xlarge       storage_optimized      16         64.0 GiB
m5ad.8xlarge       storage_optimized      32         128.0 GiB
m5ad.xlarge        storage_optimized      4          16.0 GiB
m5d.12xlarge       storage_optimized      48         192.0 GiB
m5d.16xlarge       storage_optimized      64         256.0 GiB
m5d.24xlarge       storage_optimized      96         384.0 GiB
m5d.2xlarge        storage_optimized      8          32.0 GiB
m5d.4xlarge        storage_optimized      16         64.0 GiB
m5d.8xlarge        storage_optimized      32         128.0 GiB
m5d.xlarge         storage_optimized      4          16.0 GiB
